gtw_txn_id,idempotency_key,gateway_id,sender_account_id,receiver_account_id,amount,status,created_at,updated_at
TXN_11183,8e742f53-2818-4fc4-bba0-c0ebf1f24884,1,6,5,26799.4,ROLLEDBACK,2026-04-01 21:12:51,2026-05-06 23:19:49
TXN_11184,31ae42ae-c067-49a6-9473-c054eb1e980b,1,9,11,6146.05,SUCCESS,2026-04-01 19:06:04,2026-04-01 19:06:04
TXN_11185,0ff42abc-beea-4054-9795-338b675f97d5,1,7,5,17646.85,SUCCESS,2026-04-01 21:51:56,2026-04-01 21:51:56
TXN_11186,fa684c03-b3b5-4f27-a9d5-ca050579765d,1,10,14,39558.78,SUCCESS,2026-04-03 15:19:14,2026-04-03 15:19:14
TXN_11187,bd2fcea9-c93a-4140-b1b8-0093d8d415ef,1,14,11,44942.63,SUCCESS,2026-04-01 23:11:44,2026-04-01 23:11:44
TXN_11188,6460b8da-1dbc-4716-ba15-717023019d12,1,12,15,30944.49,SUCCESS,2026-04-02 15:04:38,2026-04-02 15:04:38
TXN_11189,f7e91fcd-7038-49ad-80dd-dec352483f1a,1,10,6,38791.22,SUCCESS,2026-04-03 17:20:38,2026-04-03 17:20:38
TXN_11190,e2c36b15-89fc-488a-81f2-1f6190e992c9,1,3,15,34367.31,SUCCESS,2026-04-03 06:03:01,2026-04-03 06:03:01
TXN_11191,b44cedb6-e148-4769-b2a5-f4aba120d39d,1,14,9,42452.63,SUCCESS,2026-04-02 18:43:30,2026-04-02 18:43:30
TXN_11192,3cda54df-ee09-47b2-8e79-3ad69eab5f20,1,9,18,14676.47,SUCCESS,2026-04-03 09:13:02,2026-04-03 09:13:02
TXN_11193,945ef880-092f-4f89-958e-e22053495bdf,1,10,11,12837.17,SUCCESS,2026-04-01 17:02:09,2026-04-01 17:02:09
TXN_11194,60a27f7b-168b-4d8a-a3aa-3fa33202d5e9,1,20,1,24924.43,SUCCESS,2026-04-02 22:56:01,2026-04-02 22:56:01
TXN_11195,7541e13d-50e9-42fb-8c8c-d4b0b9a5673f,1,10,3,49544.56,SUCCESS,2026-04-01 20:59:51,2026-04-01 20:59:51
TXN_11196,e106443e-a856-465c-af85-f8812069272a,1,4,18,8990.1,ROLLEDBACK,2026-04-03 12:54:52,2026-05-06 23:19:49
TXN_11197,eea4678e-29f3-4d60-a4c1-cda4db967085,1,14,18,43449.78,SUCCESS,2026-04-01 10:07:32,2026-04-01 10:07:32
TXN_11198,3c16e102-4fdf-4c92-8c2f-f197e63ba53d,1,7,11,28913.34,SUCCESS,2026-04-03 05:50:48,2026-04-03 05:50:48
TXN_11199,b088da91-bfeb-46eb-9567-860c25bc8507,1,10,6,35850.08,ROLLEDBACK,2026-04-02 06:42:37,2026-05-06 23:19:48
TXN_11200,5aa4239b-135d-43c8-86a3-6c1a841180ae,1,11,6,15749.37,SUCCESS,2026-04-03 16:44:49,2026-04-03 16:44:49
TXN_11201,d17b1a18-6138-46bf-854a-9d2ebf280b74,1,11,18,49112.04,SUCCESS,2026-04-01 10:06:16,2026-04-01 10:06:16
TXN_11202,11854c15-e5b0-4a49-a777-0d23b30080e4,1,11,16,5838.29,SUCCESS,2026-04-03 15:01:22,2026-04-03 15:01:22
TXN_11203,b94c7727-9369-4022-97d2-01489911d63d,1,1,18,46575.18,ROLLEDBACK,2026-04-03 06:54:46,2026-05-06 23:19:49
TXN_11204,aba977a4-f2f1-4ddf-9d21-474957dc6a26,1,2,20,12168.63,SUCCESS,2026-04-03 01:39:40,2026-04-03 01:39:40
TXN_11205,30388bde-e2bf-4bce-8685-e80b476c047b,1,4,9,45460.85,SUCCESS,2026-04-02 01:43:33,2026-04-02 01:43:33
TXN_11206,6638152d-5346-4635-8552-5538c7c6e890,1,16,10,45960.84,SUCCESS,2026-04-02 03:35:41,2026-04-02 03:35:41
TXN_11207,dc95b4af-ebfb-4200-942c-35445a4f4f1d,1,13,16,15348.35,ROLLEDBACK,2026-04-01 16:16:11,2026-05-06 23:19:48
TXN_11208,69552d61-8c75-4a68-be44-9dfc6df03e9c,1,12,2,11101.41,SUCCESS,2026-04-03 05:20:14,2026-04-03 05:20:14
TXN_11209,c7a2e629-67f0-4e06-9c50-22d16ef4c3a9,1,16,1,31849.71,SUCCESS,2026-04-03 14:31:38,2026-04-03 14:31:38
TXN_11210,908715e2-0df9-491c-aee1-4679cc547c87,1,17,14,45620.09,SUCCESS,2026-04-02 12:19:50,2026-04-02 12:19:50
TXN_11211,f543461f-4ddd-4871-b890-a0409f1dbf7e,1,13,16,23676.52,SUCCESS,2026-04-03 08:34:09,2026-04-03 08:34:09
TXN_11212,c6dbf55b-7549-4285-844c-7c91dfee628c,1,4,16,9067.71,SUCCESS,2026-04-02 18:46:59,2026-04-02 18:46:59
TXN_11213,4c5c06a1-2214-4108-8a02-fb14c21cb071,1,10,5,31013.75,SUCCESS,2026-04-02 04:05:31,2026-04-02 04:05:31
TXN_11214,3699d908-c614-49fa-bff6-9834974550ab,1,11,9,21387.76,SUCCESS,2026-04-02 18:32:25,2026-04-02 18:32:25
TXN_11215,8de66b78-fdc7-477e-9968-b9f65a0f0a24,1,9,1,2714.77,SUCCESS,2026-04-03 12:54:30,2026-04-03 12:54:30
TXN_11216,f597ab5d-0063-45ee-bc72-9ae918937c3a,1,3,4,19577.35,SUCCESS,2026-04-02 00:56:47,2026-04-02 00:56:47
TXN_11217,bbfd9589-179a-418c-953a-4d87c4db8d04,1,3,1,35014.5,SUCCESS,2026-04-02 04:57:31,2026-04-02 04:57:31
TXN_11218,6920e266-df9d-453b-bade-710c10afc435,1,9,13,41989.0,SUCCESS,2026-04-02 21:13:45,2026-04-02 21:13:45
TXN_11219,a7fc08aa-b819-435e-8062-577cf4997df6,1,12,4,45459.29,SUCCESS,2026-04-03 06:40:49,2026-04-03 06:40:49
TXN_11220,9122ca9a-f17f-4552-9265-fd4ff652356c,1,19,1,4768.89,SUCCESS,2026-04-01 17:02:58,2026-04-01 17:02:58
TXN_11221,3a1b546d-fa71-4723-932c-437d4e52b0f0,1,6,15,34478.72,SUCCESS,2026-04-02 03:08:11,2026-04-02 03:08:11
TXN_11222,94362859-5f17-45be-af76-975de97ddf75,1,2,6,4220.65,SUCCESS,2026-04-01 12:30:59,2026-04-01 12:30:59
TXN_11223,8ee0db4c-9416-4f97-b40f-b159c8827758,1,12,10,41927.82,SUCCESS,2026-04-01 18:27:22,2026-04-01 18:27:22
TXN_11224,6c19945e-352c-4c0c-ad87-304a40a9ecf3,1,5,6,22976.74,SUCCESS,2026-04-03 10:59:07,2026-04-03 10:59:07
TXN_11225,27c51e30-817c-4810-8e02-a713df1d1e62,1,9,16,38760.35,SUCCESS,2026-04-02 00:12:49,2026-04-02 00:12:49
TXN_11226,3db7e7e1-195b-4b82-b85c-bdd5203c0f3d,1,7,1,27748.77,SUCCESS,2026-04-03 14:46:54,2026-04-03 14:46:54
TXN_11227,ede7ccce-5b6a-431a-af46-45fdb484604f,1,10,19,46519.89,ROLLEDBACK,2026-04-01 16:57:10,2026-05-06 23:19:50
TXN_11228,fd6db208-faba-4851-8759-aa7381dc9610,1,16,1,17510.43,SUCCESS,2026-04-01 17:10:26,2026-04-01 17:10:26
TXN_11229,1d0ea9cc-d1ec-4c9c-b358-89856528bb7d,1,5,18,7785.57,SUCCESS,2026-04-02 21:47:46,2026-04-02 21:47:46
TXN_11230,acf908fe-ea95-4fa0-99ab-a1d35b5ee1ab,1,7,10,1044.83,SUCCESS,2026-04-02 19:08:10,2026-04-02 19:08:10
TXN_11231,e1221b0f-e778-4406-924a-fecdc361b8ee,1,6,9,36128.41,SUCCESS,2026-04-02 08:40:27,2026-04-02 08:40:27
TXN_11232,91dffb8c-8c87-437c-b05c-f2ad7ff56504,1,19,6,15456.15,SUCCESS,2026-04-03 12:59:50,2026-04-03 12:59:50
TXN_11233,c4124e79-f953-4102-b32b-d7ca12deeb27,1,7,8,20278.05,SUCCESS,2026-04-03 01:43:20,2026-04-03 01:43:20
TXN_11234,ad9c1ff4-8285-403f-af29-d05f4d57e92d,1,17,1,18558.29,SUCCESS,2026-04-02 12:58:18,2026-04-02 12:58:18
TXN_11235,39666a59-259f-44ee-97a4-6a1116af4336,1,8,15,12547.78,SUCCESS,2026-04-02 02:12:01,2026-04-02 02:12:01
TXN_11236,96f9bba7-91fe-4903-841f-d9de05b8ddc9,1,4,10,35328.83,ROLLEDBACK,2026-04-02 04:13:08,2026-05-06 23:19:48
TXN_11237,5dd53b2b-934e-4557-b428-2bf2370b9d2a,1,16,19,49284.35,SUCCESS,2026-04-01 18:43:34,2026-04-01 18:43:34
TXN_11238,5412e94e-6b27-4e2c-9fa9-308e69ecf916,1,6,10,16778.96,SUCCESS,2026-04-01 12:02:04,2026-04-01 12:02:04
TXN_11239,7f34a081-4212-423e-a296-c06f7e23b933,1,9,12,44333.71,SUCCESS,2026-04-01 15:57:40,2026-04-01 15:57:40
TXN_11240,50b3d1cb-eb4e-4add-87a6-dfb7dfebb0c6,1,14,11,13704.94,SUCCESS,2026-04-03 08:08:00,2026-04-03 08:08:00
TXN_11241,2a3d4071-15d6-4a38-9d67-5582483f27f0,1,3,5,39431.23,SUCCESS,2026-04-03 05:52:00,2026-04-03 05:52:00
TXN_11242,6cfb1a70-fc9a-4a2b-826a-e9d1a4500a9c,1,16,13,32522.32,SUCCESS,2026-04-01 12:01:46,2026-04-01 12:01:46
TXN_11243,780e0473-6277-4538-b6fb-c2bd404d14ae,1,13,6,28573.38,SUCCESS,2026-04-03 17:24:40,2026-04-03 17:24:40
TXN_11244,bce06795-604a-4048-8854-1e2f566459ed,1,9,14,19254.5,SUCCESS,2026-04-02 16:34:41,2026-04-02 16:34:41
TXN_11245,e515050b-93f4-4b5f-9df6-76a76f379405,1,14,2,33454.04,ROLLEDBACK,2026-04-03 01:14:57,2026-05-06 23:19:49
TXN_11246,eb98321e-5694-4ed2-82c8-aa2684c9c084,1,3,18,24013.26,SUCCESS,2026-04-01 19:47:53,2026-04-01 19:47:53
TXN_11247,0d7e395f-da93-4ce3-a85d-ecca00bf695d,1,9,2,894.25,SUCCESS,2026-04-01 10:13:02,2026-04-01 10:13:02
TXN_11248,504c4a7d-1dc8-4d4a-aac1-5681a7fcdd01,1,11,14,13723.26,ROLLEDBACK,2026-04-03 11:38:00,2026-05-06 23:19:48
TXN_11249,b328d129-e332-4f2d-8782-8e8787177e40,1,1,3,21555.05,ROLLEDBACK,2026-04-02 18:25:13,2026-05-06 23:19:50
TXN_11250,defa61ed-fcc2-4d09-86ab-b5de32a2bd62,1,3,1,26278.31,SUCCESS,2026-04-03 14:04:03,2026-04-03 14:04:03
TXN_11251,06641251-f86f-47db-b1b4-9ea80609bb85,1,11,9,43963.71,SUCCESS,2026-04-03 08:13:39,2026-04-03 08:13:39
TXN_11252,4424f24a-ea16-491d-956b-6d2d2d9e9395,1,12,10,27230.61,SUCCESS,2026-04-01 10:46:52,2026-04-01 10:46:52
TXN_11253,497ea3ae-ce9e-417b-95c1-6d27833f85de,1,14,6,3998.93,ROLLEDBACK,2026-04-03 15:18:56,2026-05-06 23:19:50
TXN_11254,c60607ad-78dc-479a-9c5f-feecc2fcc4a6,1,15,5,28177.38,SUCCESS,2026-04-02 21:22:36,2026-04-02 21:22:36
TXN_11255,ee36be39-2634-4f1c-8246-d10ae563c04b,1,10,20,31424.89,SUCCESS,2026-04-03 13:14:25,2026-04-03 13:14:25
TXN_11256,c48deec2-7d53-4de1-b8ed-4b5811eb46a6,1,5,8,2820.78,SUCCESS,2026-04-02 05:12:45,2026-04-02 05:12:45
TXN_11257,ff961f4d-7ad7-4459-afd6-8d0610b52fb2,1,1,6,2863.41,SUCCESS,2026-04-03 05:29:30,2026-04-03 05:29:30
TXN_11258,f7f1695a-f341-4fd8-baa4-dbfeebd81a19,1,4,19,31821.23,SUCCESS,2026-04-02 14:10:04,2026-04-02 14:10:04
TXN_11259,4f68141a-8968-43d6-8429-a0505214d84b,1,14,15,42852.76,SUCCESS,2026-04-02 14:06:07,2026-04-02 14:06:07
TXN_11260,fb4e83bb-b991-4a1a-989d-570cf1723369,1,4,2,9187.48,SUCCESS,2026-04-01 10:48:54,2026-04-01 10:48:54
TXN_11261,8aaa13e7-cb67-4a00-bc4f-bde55c60a6ca,1,3,10,16782.57,SUCCESS,2026-04-03 01:55:25,2026-04-03 01:55:25
TXN_11262,3d3ef326-0372-44e4-ba17-48b80dd5f076,1,6,11,30447.01,SUCCESS,2026-04-02 13:23:40,2026-04-02 13:23:40
TXN_11263,fb693bbb-6f75-4898-a25f-6807dfbaa1ce,1,15,20,17543.95,SUCCESS,2026-04-03 13:40:31,2026-04-03 13:40:31
TXN_11264,7a6053b8-60ca-4447-bc6c-cd9f913a0cd6,1,13,1,45378.06,SUCCESS,2026-04-01 12:06:01,2026-04-01 12:06:01
TXN_11265,4281a40e-c7a8-4838-abb8-b53315b01f47,1,16,12,23264.65,SUCCESS,2026-04-02 18:06:58,2026-04-02 18:06:58
TXN_11266,e509787a-9445-42ed-a96f-466a4c905198,1,4,14,41929.26,SUCCESS,2026-04-03 16:34:58,2026-04-03 16:34:58
TXN_11267,80e18adb-5a3f-48f3-8622-3b1ee58c5f16,1,18,16,18545.25,SUCCESS,2026-04-03 02:50:42,2026-04-03 02:50:42
TXN_11268,957d2b4f-33a5-484f-9b20-a8affbcd1b8c,1,12,3,46120.07,ROLLEDBACK,2026-04-02 20:28:12,2026-05-06 23:19:50
TXN_11269,25e7f9e9-db3e-4c3c-b0e0-f099687178f4,1,12,13,22126.54,SUCCESS,2026-04-02 16:17:09,2026-04-02 16:17:09
TXN_11270,0973c3fa-9be0-4fbd-b676-8cc30ffb882b,1,10,4,40495.65,SUCCESS,2026-04-02 08:08:30,2026-04-02 08:08:30
TXN_11271,90a8a1d5-451a-4ffa-bf74-9cbfb6559ef6,1,9,14,42107.27,ROLLEDBACK,2026-04-01 16:30:01,2026-05-06 23:19:50
TXN_11272,1da4d3c7-8685-4db6-bc98-760f46a91576,1,6,13,17632.9,SUCCESS,2026-04-01 15:12:14,2026-04-01 15:12:14
TXN_11273,fba26bd1-2083-49c8-ade7-1d91514b0704,1,14,11,16238.07,SUCCESS,2026-04-03 14:30:13,2026-04-03 14:30:13
TXN_11274,9293d77b-7278-4b98-9605-0fcdd2d718aa,1,5,6,36565.93,SUCCESS,2026-04-03 15:09:26,2026-04-03 15:09:26
TXN_11275,660477da-6760-4c22-8e01-8052bd5d79d0,1,14,4,25156.69,SUCCESS,2026-04-03 05:27:06,2026-04-03 05:27:06
TXN_11276,fa46a696-80c9-4af6-91cb-a3e72232a32f,1,6,13,46997.94,SUCCESS,2026-04-03 12:10:11,2026-04-03 12:10:11
TXN_11277,60007bc4-20a3-48a5-83e7-a4aa0460272b,1,19,1,32130.93,SUCCESS,2026-04-01 13:22:52,2026-04-01 13:22:52
TXN_11278,5e0426d5-f8ff-48e2-8ce8-d6a1eda282e6,1,5,17,44535.57,SUCCESS,2026-04-03 08:21:53,2026-04-03 08:21:53
TXN_11279,c71ac6da-f7dc-4dd2-803b-44d0bd4eb056,1,18,12,20852.65,SUCCESS,2026-04-03 07:18:14,2026-04-03 07:18:14
TXN_11280,27f5cb20-fa66-4a06-87f3-4e4650e6de65,1,15,18,40250.63,SUCCESS,2026-04-03 15:18:17,2026-04-03 15:18:17
TXN_11281,0cb4bc09-4917-4fca-9f0d-46a3e93463f4,1,15,13,14436.45,SUCCESS,2026-04-03 09:00:16,2026-04-03 09:00:16
TXN_11282,de06aceb-b2ef-47f8-9717-af832625513d,1,20,7,47147.37,SUCCESS,2026-04-02 11:28:54,2026-04-02 11:28:54
TXN_11283,04d1dc2e-bdc1-4113-a75f-86936bc2ebc4,1,1,17,11010.74,SUCCESS,2026-04-02 13:03:35,2026-04-02 13:03:35
TXN_11284,e8b44833-1815-4463-9ac8-a58ddd01611d,1,9,3,22704.19,SUCCESS,2026-04-02 16:43:00,2026-04-02 16:43:00
TXN_11285,0cd086a6-20e6-4c88-9865-b2cf9a6bacf7,1,17,10,18862.38,SUCCESS,2026-04-03 15:00:02,2026-04-03 15:00:02
TXN_11286,b479070f-558d-4ecf-8e60-cf7854fb1c0f,1,4,15,33018.31,ROLLEDBACK,2026-04-03 02:13:26,2026-05-06 23:19:49
TXN_11287,b3c99672-e788-47f2-b3b9-78cc58c057ec,1,6,4,32179.54,SUCCESS,2026-04-01 18:01:03,2026-04-01 18:01:03
TXN_11288,ea5ce11b-4580-4801-96f8-a735cec725ee,1,12,8,29695.74,SUCCESS,2026-04-01 23:15:39,2026-04-01 23:15:39
TXN_11289,54b8beff-b8b0-4dc0-856e-1628a4850985,1,4,12,42899.89,SUCCESS,2026-04-02 15:32:08,2026-04-02 15:32:08
TXN_11290,c653536d-72d2-4684-a4df-5031d1551d27,1,7,18,26177.32,SUCCESS,2026-04-03 05:52:44,2026-04-03 05:52:44
TXN_11291,6465051c-24aa-49b0-81e7-2e5b092e3c7a,1,12,9,22477.42,ROLLEDBACK,2026-04-01 20:50:18,2026-05-06 23:19:48
TXN_11292,7a15151a-ac06-41ab-bf2b-2ebd6e0ce9db,1,3,1,19099.37,SUCCESS,2026-04-02 13:01:54,2026-04-02 13:01:54
TXN_11293,d5dfcba9-4934-4605-954c-8457dae60809,1,18,14,47183.3,SUCCESS,2026-04-03 04:07:00,2026-04-03 04:07:00
TXN_11294,ee6f2b1c-cc5e-4755-9acc-546c60a95fa3,1,16,8,9484.16,SUCCESS,2026-04-02 06:45:41,2026-04-02 06:45:41
TXN_11295,a40f201f-6cd2-4c3c-b9c6-bfc7728205b1,1,13,5,44866.22,SUCCESS,2026-04-02 06:32:46,2026-04-02 06:32:46
TXN_11296,db432d4a-34a6-41ec-8b14-4a598dd9a7d5,1,14,18,22814.9,SUCCESS,2026-04-01 20:45:37,2026-04-01 20:45:37
TXN_11297,bf53e612-93f2-4624-a56a-a6ca74959bcd,1,2,1,13012.26,SUCCESS,2026-04-03 17:25:00,2026-04-03 17:25:00
TXN_11298,3ea64ae1-b996-4f8a-a241-6b891a223290,1,19,18,46668.75,SUCCESS,2026-04-02 17:08:05,2026-04-02 17:08:05
TXN_11299,ec49a7db-0703-4bf7-9682-7b3bac9081e3,1,13,16,26304.49,SUCCESS,2026-04-02 02:07:50,2026-04-02 02:07:50
TXN_11300,b494406f-de0b-4175-8e2a-d4eda04123f0,1,20,10,36486.96,SUCCESS,2026-04-01 22:20:38,2026-04-01 22:20:38
TXN_11301,3ef61923-5dbd-4786-ac1a-8e60cf3c2cc5,1,9,15,32024.2,ROLLEDBACK,2026-04-01 22:31:44,2026-05-06 23:19:50
TXN_11302,8aaa20d5-2713-4687-b9c6-b261a88f74b4,1,1,12,47069.64,SUCCESS,2026-04-02 05:28:48,2026-04-02 05:28:48
TXN_11303,ce0027c1-af66-4e4f-bbdb-f90a7d9f8d34,1,16,19,18626.54,SUCCESS,2026-04-03 13:44:58,2026-04-03 13:44:58
TXN_11304,a1efbc73-d73c-406e-b0c9-e534b252da41,1,16,17,32015.28,SUCCESS,2026-04-02 08:56:19,2026-04-02 08:56:19
TXN_11305,fc0691d0-0603-4ab1-b5ca-339cabfb20e3,1,12,10,27658.39,ROLLEDBACK,2026-04-02 12:29:08,2026-05-06 23:19:50
TXN_11306,19d4c60f-3d0b-4829-8654-881372e80c62,1,2,4,46260.66,SUCCESS,2026-04-02 00:01:10,2026-04-02 00:01:10
TXN_11307,7c81755b-ff85-4185-9466-88e5159d0237,1,17,15,26798.18,ROLLEDBACK,2026-04-01 16:53:12,2026-05-06 23:19:50
TXN_11308,278f87ce-8d47-4348-9475-b812807b3c9d,1,19,11,1528.52,SUCCESS,2026-04-03 15:35:07,2026-04-03 15:35:07
TXN_11309,3ddd3eaa-a582-4534-9f40-26257421701a,1,9,10,14554.74,SUCCESS,2026-04-03 01:08:52,2026-04-03 01:08:52
TXN_11310,8dc78ccb-d034-498b-8db5-087266de176b,1,7,11,34411.55,SUCCESS,2026-04-01 17:02:32,2026-04-01 17:02:32
TXN_11311,c0d01835-91f6-4e9a-919c-313f3a9cebb4,1,10,15,8678.47,SUCCESS,2026-04-02 00:19:52,2026-04-02 00:19:52
TXN_11312,d8d291ec-bfdc-43f0-a763-bdb6612b80ce,1,17,18,45944.16,ROLLEDBACK,2026-04-02 22:33:05,2026-05-06 23:19:48
TXN_11313,5fa4cca6-3976-43e2-b6dd-4ae0f4a0dda8,1,5,4,44205.29,ROLLEDBACK,2026-04-02 00:16:04,2026-05-06 23:19:50
TXN_11314,2ecab117-b540-40b1-95b0-71962c38033e,1,10,19,36279.2,SUCCESS,2026-04-02 10:11:14,2026-04-02 10:11:14
TXN_11315,493fa422-22ec-440d-b004-349726b00d91,1,13,12,30564.17,SUCCESS,2026-04-02 21:06:26,2026-04-02 21:06:26
TXN_11316,57046420-435d-45cd-9849-09f5768c950b,1,16,13,17334.12,SUCCESS,2026-04-03 08:55:09,2026-04-03 08:55:09
TXN_11317,8e226acb-58d8-453c-a86b-15f783f4606e,1,13,10,42503.28,SUCCESS,2026-04-03 00:29:43,2026-04-03 00:29:43
TXN_11318,2eb183bd-89a5-4c2e-bed3-1617b7e36964,1,18,1,25004.19,SUCCESS,2026-04-02 08:02:31,2026-04-02 08:02:31
TXN_11319,e0b89600-c618-4efb-aab0-cfa169861359,1,19,14,45189.84,ROLLEDBACK,2026-04-02 05:28:27,2026-05-06 23:19:48
TXN_11320,5bfa2d90-ac51-4fc8-b559-20e8a45a7364,1,6,7,16321.38,SUCCESS,2026-04-02 14:51:14,2026-04-02 14:51:14
TXN_11321,56d560b8-2423-4348-a2ed-c6408cf0d53f,1,11,4,37960.5,SUCCESS,2026-04-03 06:30:11,2026-04-03 06:30:11
TXN_11322,b8dcaced-8c43-4a41-a6f3-45f73b47d3df,1,20,15,11520.88,SUCCESS,2026-04-03 12:10:37,2026-04-03 12:10:37
TXN_11323,2cecfab0-9667-47bd-a97b-045f7e5495cb,1,8,14,6185.7,SUCCESS,2026-04-01 18:27:07,2026-04-01 18:27:07
TXN_11324,475a08fe-c30f-4299-8ff9-64e9203ab9d4,1,6,1,5094.42,SUCCESS,2026-04-02 02:13:30,2026-04-02 02:13:30
TXN_11325,210131a4-cc18-4b44-90b7-68fa0ef5754e,1,19,8,32157.59,SUCCESS,2026-04-03 14:33:31,2026-04-03 14:33:31
TXN_11326,cf561517-f107-4156-82b0-c167a9acd70b,1,9,15,34929.66,SUCCESS,2026-04-02 03:51:42,2026-04-02 03:51:42
TXN_11327,0a7572fb-096f-41c8-a890-4d49a2a370ea,1,20,16,30393.18,SUCCESS,2026-04-03 09:55:27,2026-04-03 09:55:27
TXN_11328,7c876b8a-7637-4f85-9e78-ee6b7cace720,1,15,13,45342.65,SUCCESS,2026-04-01 17:37:40,2026-04-01 17:37:40
TXN_11329,06073adc-c1ce-4c5b-a93c-2df85734378c,1,14,16,1770.09,SUCCESS,2026-04-03 02:41:17,2026-04-03 02:41:17
TXN_11330,f6f25f60-af39-469f-b3b6-2e8ff64f8306,1,18,4,15577.42,SUCCESS,2026-04-03 06:08:48,2026-04-03 06:08:48
TXN_11331,0d485247-88a2-42f6-aba8-5d4e330ad103,1,2,20,11816.56,SUCCESS,2026-04-03 07:28:57,2026-04-03 07:28:57
TXN_11332,3b3ddc7f-e4b2-4703-abe0-2deade612295,1,13,11,25597.87,SUCCESS,2026-04-01 23:51:32,2026-04-01 23:51:32
TXN_11333,554e037c-fb19-44d1-925c-f3725340207c,1,13,17,3312.06,SUCCESS,2026-04-01 19:59:45,2026-04-01 19:59:45
TXN_11334,88d4552c-c910-4124-b630-7aa6e1ef30c8,1,18,5,29568.09,SUCCESS,2026-04-02 22:44:07,2026-04-02 22:44:07
TXN_11335,ea669ec4-1c68-4a6f-8e73-3ca90ae3ca81,1,15,3,10585.6,ROLLEDBACK,2026-04-03 04:40:10,2026-05-06 23:19:48
TXN_11336,5e9ad382-e566-41fc-9233-3edc2f1652ab,1,5,15,23390.1,SUCCESS,2026-04-03 02:34:26,2026-04-03 02:34:26
TXN_11337,2d4dc6a6-10cf-45c9-b079-746363ee5c14,1,3,9,22000.06,SUCCESS,2026-04-01 16:53:39,2026-04-01 16:53:39
TXN_11338,647478a1-67ff-4ee5-ad6a-fc0a281a5cad,1,8,9,7929.82,SUCCESS,2026-04-02 11:13:17,2026-04-02 11:13:17
TXN_11339,24db0f1e-7460-44ab-b6fe-f84f1a7eb17c,1,3,17,26686.95,SUCCESS,2026-04-02 13:19:05,2026-04-02 13:19:05
TXN_11340,50fe95f8-b9a9-431a-ad89-65ace1c8d4c1,1,11,4,45546.84,SUCCESS,2026-04-02 19:46:31,2026-04-02 19:46:31
TXN_11341,90edb698-ca9a-4f62-96ae-e77fbbddb569,1,8,20,13963.24,SUCCESS,2026-04-01 15:03:57,2026-04-01 15:03:57
TXN_11342,20c55e30-d55e-4acd-ba6d-0081c28c5eb7,1,15,13,10965.13,SUCCESS,2026-04-03 17:20:39,2026-04-03 17:20:39
TXN_11343,63bcc8d7-67ef-4a3c-9250-579f11c4c686,1,18,16,28042.83,SUCCESS,2026-04-02 20:42:13,2026-04-02 20:42:13
TXN_11344,861cdedc-c395-4332-8ff9-e33faaa659da,1,9,16,4193.03,SUCCESS,2026-04-03 03:22:43,2026-04-03 03:22:43
TXN_11345,73d4fa69-870f-410d-a651-7ef977954152,1,11,1,25734.26,SUCCESS,2026-04-02 00:33:23,2026-04-02 00:33:23
TXN_11346,78b47dcf-8285-4360-b892-37432582b317,1,20,2,49548.35,SUCCESS,2026-04-02 00:18:15,2026-04-02 00:18:15
TXN_11347,285893b1-d753-47e1-af00-52b2096ac36e,1,14,5,30844.29,SUCCESS,2026-04-02 14:20:40,2026-04-02 14:20:40
TXN_11348,cf95ae4f-02b9-4513-b062-7bfc822941cc,1,16,12,24379.95,SUCCESS,2026-04-02 20:41:02,2026-04-02 20:41:02
TXN_11349,b3fb5c5f-f2f3-4651-8187-cefcb8efb483,1,13,18,38267.05,SUCCESS,2026-04-03 05:07:10,2026-04-03 05:07:10
TXN_11350,cfccf59a-d33e-4f8e-8a03-c6598b3edb31,1,17,13,49492.28,SUCCESS,2026-04-03 00:26:36,2026-04-03 00:26:36
TXN_11351,2b62a3ef-c179-49cc-9419-626d7337e5c9,1,17,5,45677.42,ROLLEDBACK,2026-04-02 11:36:26,2026-05-06 23:19:50
TXN_11352,672f517d-b3c3-4a3d-a92c-a2769f59853f,1,19,14,45784.17,ROLLEDBACK,2026-04-02 23:09:40,2026-05-06 23:19:49
TXN_11353,2c1d6c70-83ee-4269-82e3-2d6ad58e3147,1,5,18,21801.6,SUCCESS,2026-04-01 13:50:33,2026-04-01 13:50:33
TXN_11354,91c9bc31-222a-4cd4-9558-c8759cb01620,1,5,2,40669.0,SUCCESS,2026-04-03 04:44:47,2026-04-03 04:44:47
TXN_11355,b631e477-a66f-4e53-af62-b81f88449341,1,7,15,13611.11,SUCCESS,2026-04-02 07:05:16,2026-04-02 07:05:16
TXN_11356,d27cafa1-a250-4ff6-ab04-e8d71afb4db6,1,20,7,34092.5,SUCCESS,2026-04-03 06:25:03,2026-04-03 06:25:03
TXN_11357,267591e5-6765-4f27-b75e-4e640a3e3081,1,10,11,43847.83,SUCCESS,2026-04-01 15:18:17,2026-04-01 15:18:17
TXN_11358,06c1ed57-803a-4a88-9f6f-daccee57388b,1,2,1,21712.62,SUCCESS,2026-04-01 11:50:11,2026-04-01 11:50:11
TXN_11359,08139e32-4acc-41cb-9c04-0c15cecf4452,1,11,4,23121.47,SUCCESS,2026-04-01 14:39:24,2026-04-01 14:39:24
TXN_11360,dd480fba-cdd8-4bfd-b5bc-9daf5bba27a6,1,13,2,6139.42,SUCCESS,2026-04-02 11:09:31,2026-04-02 11:09:31
