txn_id,gtw_txn_id,account_id,entry_type,amount,status,created_at
1433,TXN_10827,12,DEBIT,46840.94,SUCCESS,2026-04-01 18:37:38
1434,TXN_10827,2,CREDIT,46840.94,SUCCESS,2026-04-01 18:37:38
1435,TXN_10828,11,DEBIT,14553.64,SUCCESS,2026-04-01 16:03:03
1436,TXN_10828,2,CREDIT,14553.64,SUCCESS,2026-04-01 16:03:03
1437,TXN_10829,1,DEBIT,1027.89,SUCCESS,2026-04-02 01:09:15
1438,TXN_10829,12,CREDIT,1027.89,SUCCESS,2026-04-02 01:09:15
1439,TXN_10830,6,DEBIT,37587.47,SUCCESS,2026-04-03 06:56:29
1440,TXN_10830,16,CREDIT,37587.47,SUCCESS,2026-04-03 06:56:29
1441,TXN_10832,19,DEBIT,17797.38,SUCCESS,2026-04-02 07:53:36
1442,TXN_10832,2,CREDIT,17797.38,SUCCESS,2026-04-02 07:53:36
1443,TXN_10833,9,DEBIT,9371.57,SUCCESS,2026-04-03 11:10:05
1444,TXN_10833,6,CREDIT,9371.57,SUCCESS,2026-04-03 11:10:05
1445,TXN_10835,12,DEBIT,30100.43,SUCCESS,2026-04-02 14:34:07
1446,TXN_10835,15,CREDIT,30100.43,SUCCESS,2026-04-02 14:34:07
1447,TXN_10837,1,DEBIT,32581.46,SUCCESS,2026-04-02 08:01:54
1448,TXN_10837,13,CREDIT,32581.46,SUCCESS,2026-04-02 08:01:54
1449,TXN_10838,8,DEBIT,904.79,SUCCESS,2026-04-01 14:02:20
1450,TXN_10838,18,CREDIT,904.79,SUCCESS,2026-04-01 14:02:20
1451,TXN_10839,10,DEBIT,36954.34,SUCCESS,2026-04-01 10:57:39
1452,TXN_10839,3,CREDIT,36954.34,SUCCESS,2026-04-01 10:57:39
1453,TXN_10840,1,DEBIT,21996.74,SUCCESS,2026-04-02 08:27:10
1454,TXN_10840,14,CREDIT,21996.74,SUCCESS,2026-04-02 08:27:10
1455,TXN_10842,6,DEBIT,1474.05,SUCCESS,2026-04-01 18:12:06
1456,TXN_10842,16,CREDIT,1474.05,SUCCESS,2026-04-01 18:12:06
1457,TXN_10843,18,DEBIT,38775.97,SUCCESS,2026-04-02 21:32:57
1458,TXN_10843,4,CREDIT,38775.97,SUCCESS,2026-04-02 21:32:57
1459,TXN_10844,15,DEBIT,922.51,SUCCESS,2026-04-01 13:48:25
1460,TXN_10844,1,CREDIT,922.51,SUCCESS,2026-04-01 13:48:25
1461,TXN_10845,8,DEBIT,38283.9,SUCCESS,2026-04-01 23:01:36
1462,TXN_10845,1,CREDIT,38283.9,SUCCESS,2026-04-01 23:01:36
1463,TXN_10846,13,DEBIT,44282.67,SUCCESS,2026-04-01 16:33:03
1464,TXN_10846,16,CREDIT,44282.67,SUCCESS,2026-04-01 16:33:03
1465,TXN_10847,15,DEBIT,46457.81,SUCCESS,2026-04-01 18:04:13
1466,TXN_10847,10,CREDIT,46457.81,SUCCESS,2026-04-01 18:04:13
1467,TXN_10848,14,DEBIT,42003.09,SUCCESS,2026-04-03 07:18:33
1468,TXN_10848,11,CREDIT,42003.09,SUCCESS,2026-04-03 07:18:33
1469,TXN_10849,7,DEBIT,29596.57,SUCCESS,2026-04-03 04:47:14
1470,TXN_10849,19,CREDIT,29596.57,SUCCESS,2026-04-03 04:47:14
1471,TXN_10850,10,DEBIT,28217.59,SUCCESS,2026-04-03 02:37:45
1472,TXN_10850,8,CREDIT,28217.59,SUCCESS,2026-04-03 02:37:45
1473,TXN_10852,18,DEBIT,30787.68,SUCCESS,2026-04-02 22:33:31
1474,TXN_10852,2,CREDIT,30787.68,SUCCESS,2026-04-02 22:33:31
1475,TXN_10853,17,DEBIT,16685.74,SUCCESS,2026-04-03 12:58:19
1476,TXN_10853,6,CREDIT,16685.74,SUCCESS,2026-04-03 12:58:19
1477,TXN_10854,17,DEBIT,40582.4,SUCCESS,2026-04-02 03:13:28
1478,TXN_10854,15,CREDIT,40582.4,SUCCESS,2026-04-02 03:13:28
1479,TXN_10855,2,DEBIT,9453.77,SUCCESS,2026-04-02 20:18:05
1480,TXN_10855,11,CREDIT,9453.77,SUCCESS,2026-04-02 20:18:05
1481,TXN_10856,1,DEBIT,4144.33,SUCCESS,2026-04-02 17:34:41
1482,TXN_10856,12,CREDIT,4144.33,SUCCESS,2026-04-02 17:34:41
1483,TXN_10857,3,DEBIT,6493.18,SUCCESS,2026-04-03 08:09:30
1484,TXN_10857,19,CREDIT,6493.18,SUCCESS,2026-04-03 08:09:30
1485,TXN_10858,13,DEBIT,46245.46,SUCCESS,2026-04-03 11:42:29
1486,TXN_10858,6,CREDIT,46245.46,SUCCESS,2026-04-03 11:42:29
1487,TXN_10859,15,DEBIT,2977.35,SUCCESS,2026-04-03 08:22:48
1488,TXN_10859,2,CREDIT,2977.35,SUCCESS,2026-04-03 08:22:48
1489,TXN_10860,3,DEBIT,33641.57,SUCCESS,2026-04-02 02:15:49
1490,TXN_10860,2,CREDIT,33641.57,SUCCESS,2026-04-02 02:15:49
1491,TXN_10861,3,DEBIT,17481.7,SUCCESS,2026-04-03 13:07:32
1492,TXN_10861,9,CREDIT,17481.7,SUCCESS,2026-04-03 13:07:32
1493,TXN_10862,11,DEBIT,36179.54,SUCCESS,2026-04-02 12:47:06
1494,TXN_10862,4,CREDIT,36179.54,SUCCESS,2026-04-02 12:47:06
1495,TXN_10865,8,DEBIT,31866.86,SUCCESS,2026-04-01 19:30:39
1496,TXN_10865,2,CREDIT,31866.86,SUCCESS,2026-04-01 19:30:39
1497,TXN_10866,16,DEBIT,9671.44,SUCCESS,2026-04-01 11:45:37
1498,TXN_10866,1,CREDIT,9671.44,SUCCESS,2026-04-01 11:45:37
1499,TXN_10868,15,DEBIT,5885.05,SUCCESS,2026-04-03 04:30:49
1500,TXN_10868,4,CREDIT,5885.05,SUCCESS,2026-04-03 04:30:49
1501,TXN_10869,17,DEBIT,8925.92,SUCCESS,2026-04-03 09:21:29
1502,TXN_10869,12,CREDIT,8925.92,SUCCESS,2026-04-03 09:21:29
1503,TXN_10870,6,DEBIT,24299.75,SUCCESS,2026-04-02 20:34:38
1504,TXN_10870,5,CREDIT,24299.75,SUCCESS,2026-04-02 20:34:38
1505,TXN_10873,16,DEBIT,27810.42,SUCCESS,2026-04-01 11:14:04
1506,TXN_10873,15,CREDIT,27810.42,SUCCESS,2026-04-01 11:14:04
1507,TXN_10874,12,DEBIT,17082.87,SUCCESS,2026-04-01 20:00:06
1508,TXN_10874,2,CREDIT,17082.87,SUCCESS,2026-04-01 20:00:06
1509,TXN_10875,16,DEBIT,48797.15,SUCCESS,2026-04-01 14:32:51
1510,TXN_10875,5,CREDIT,48797.15,SUCCESS,2026-04-01 14:32:51
1511,TXN_10876,9,DEBIT,18609.02,SUCCESS,2026-04-03 09:42:38
1512,TXN_10876,2,CREDIT,18609.02,SUCCESS,2026-04-03 09:42:38
1513,TXN_10877,11,DEBIT,1616.99,SUCCESS,2026-04-03 03:32:12
1514,TXN_10877,12,CREDIT,1616.99,SUCCESS,2026-04-03 03:32:12
1515,TXN_10878,18,DEBIT,20311.8,SUCCESS,2026-04-02 02:07:16
1516,TXN_10878,17,CREDIT,20311.8,SUCCESS,2026-04-02 02:07:16
1517,TXN_10879,15,DEBIT,29729.17,SUCCESS,2026-04-02 20:10:21
1518,TXN_10879,11,CREDIT,29729.17,SUCCESS,2026-04-02 20:10:21
1519,TXN_10880,11,DEBIT,23104.69,SUCCESS,2026-04-02 16:17:43
1520,TXN_10880,6,CREDIT,23104.69,SUCCESS,2026-04-02 16:17:43
1521,TXN_10881,15,DEBIT,33868.78,SUCCESS,2026-04-03 07:37:56
1522,TXN_10881,3,CREDIT,33868.78,SUCCESS,2026-04-03 07:37:56
1523,TXN_10882,7,DEBIT,36243.02,SUCCESS,2026-04-03 16:57:54
1524,TXN_10882,19,CREDIT,36243.02,SUCCESS,2026-04-03 16:57:54
1525,TXN_10883,2,DEBIT,10692.8,SUCCESS,2026-04-03 04:15:09
1526,TXN_10883,10,CREDIT,10692.8,SUCCESS,2026-04-03 04:15:09
1527,TXN_10884,14,DEBIT,5976.46,SUCCESS,2026-04-03 00:39:10
1528,TXN_10884,13,CREDIT,5976.46,SUCCESS,2026-04-03 00:39:10
1529,TXN_10885,15,DEBIT,34626.21,SUCCESS,2026-04-03 12:38:57
1530,TXN_10885,12,CREDIT,34626.21,SUCCESS,2026-04-03 12:38:57
1531,TXN_10886,5,DEBIT,16484.51,SUCCESS,2026-04-02 15:46:37
1532,TXN_10886,4,CREDIT,16484.51,SUCCESS,2026-04-02 15:46:37
1533,TXN_10889,15,DEBIT,21162.36,SUCCESS,2026-04-03 06:12:21
1534,TXN_10889,4,CREDIT,21162.36,SUCCESS,2026-04-03 06:12:21
1535,TXN_10891,7,DEBIT,22308.32,SUCCESS,2026-04-03 04:53:49
1536,TXN_10891,15,CREDIT,22308.32,SUCCESS,2026-04-03 04:53:49
1537,TXN_10892,10,DEBIT,13538.83,SUCCESS,2026-04-03 10:05:27
1538,TXN_10892,20,CREDIT,13538.83,SUCCESS,2026-04-03 10:05:27
1539,TXN_10893,20,DEBIT,14201.63,SUCCESS,2026-04-02 19:55:30
1540,TXN_10893,17,CREDIT,14201.63,SUCCESS,2026-04-02 19:55:30
1541,TXN_10894,5,DEBIT,37811.14,SUCCESS,2026-04-03 01:43:16
1542,TXN_10894,10,CREDIT,37811.14,SUCCESS,2026-04-03 01:43:16
1543,TXN_10895,6,DEBIT,24353.2,SUCCESS,2026-04-01 10:49:20
1544,TXN_10895,5,CREDIT,24353.2,SUCCESS,2026-04-01 10:49:20
1545,TXN_10896,18,DEBIT,29172.0,SUCCESS,2026-04-01 13:54:51
1546,TXN_10896,8,CREDIT,29172.0,SUCCESS,2026-04-01 13:54:51
1547,TXN_10897,1,DEBIT,40701.44,SUCCESS,2026-04-02 00:31:15
1548,TXN_10897,13,CREDIT,40701.44,SUCCESS,2026-04-02 00:31:15
1549,TXN_10898,13,DEBIT,24217.44,SUCCESS,2026-04-02 14:30:45
1550,TXN_10898,1,CREDIT,24217.44,SUCCESS,2026-04-02 14:30:45
1551,TXN_10899,18,DEBIT,32164.48,SUCCESS,2026-04-03 08:39:13
1552,TXN_10899,12,CREDIT,32164.48,SUCCESS,2026-04-03 08:39:13
1553,TXN_10900,12,DEBIT,20112.2,SUCCESS,2026-04-02 08:04:30
1554,TXN_10900,10,CREDIT,20112.2,SUCCESS,2026-04-02 08:04:30
1555,TXN_10901,6,DEBIT,26362.48,SUCCESS,2026-04-01 22:21:06
1556,TXN_10901,4,CREDIT,26362.48,SUCCESS,2026-04-01 22:21:06
1557,TXN_10902,4,DEBIT,18827.47,SUCCESS,2026-04-03 15:29:11
1558,TXN_10902,2,CREDIT,18827.47,SUCCESS,2026-04-03 15:29:11
1559,TXN_10903,16,DEBIT,3277.48,SUCCESS,2026-04-01 10:58:07
1560,TXN_10903,6,CREDIT,3277.48,SUCCESS,2026-04-01 10:58:07
1561,TXN_10905,7,DEBIT,34756.97,SUCCESS,2026-04-02 20:37:16
1562,TXN_10905,19,CREDIT,34756.97,SUCCESS,2026-04-02 20:37:16
1563,TXN_10906,7,DEBIT,13406.9,SUCCESS,2026-04-02 21:59:46
1564,TXN_10906,6,CREDIT,13406.9,SUCCESS,2026-04-02 21:59:46
1565,TXN_10907,4,DEBIT,15095.11,SUCCESS,2026-04-03 02:33:18
1566,TXN_10907,15,CREDIT,15095.11,SUCCESS,2026-04-03 02:33:18
1567,TXN_10908,7,DEBIT,30925.6,SUCCESS,2026-04-02 15:41:53
1568,TXN_10908,12,CREDIT,30925.6,SUCCESS,2026-04-02 15:41:53
1569,TXN_10909,17,DEBIT,35029.44,SUCCESS,2026-04-02 06:30:53
1570,TXN_10909,13,CREDIT,35029.44,SUCCESS,2026-04-02 06:30:53
1571,TXN_10910,17,DEBIT,10274.68,SUCCESS,2026-04-03 09:25:53
1572,TXN_10910,8,CREDIT,10274.68,SUCCESS,2026-04-03 09:25:53
1573,TXN_10912,2,DEBIT,3791.1,SUCCESS,2026-04-02 02:55:00
1574,TXN_10912,17,CREDIT,3791.1,SUCCESS,2026-04-02 02:55:00
1575,TXN_10913,6,DEBIT,35561.54,SUCCESS,2026-04-03 05:20:26
1576,TXN_10913,7,CREDIT,35561.54,SUCCESS,2026-04-03 05:20:26
1577,TXN_10914,19,DEBIT,13194.77,SUCCESS,2026-04-02 01:22:23
1578,TXN_10914,3,CREDIT,13194.77,SUCCESS,2026-04-02 01:22:23
1579,TXN_10915,18,DEBIT,30636.98,SUCCESS,2026-04-03 03:04:02
1580,TXN_10915,16,CREDIT,30636.98,SUCCESS,2026-04-03 03:04:02
1581,TXN_10916,19,DEBIT,29503.14,SUCCESS,2026-04-02 18:11:38
1582,TXN_10916,5,CREDIT,29503.14,SUCCESS,2026-04-02 18:11:38
1583,TXN_10917,19,DEBIT,11229.55,SUCCESS,2026-04-01 17:23:34
1584,TXN_10917,1,CREDIT,11229.55,SUCCESS,2026-04-01 17:23:34
1585,TXN_10918,2,DEBIT,47476.43,SUCCESS,2026-04-03 07:15:35
1586,TXN_10918,17,CREDIT,47476.43,SUCCESS,2026-04-03 07:15:35
1587,TXN_10919,6,DEBIT,42635.72,SUCCESS,2026-04-02 07:23:44
1588,TXN_10919,15,CREDIT,42635.72,SUCCESS,2026-04-02 07:23:44
1589,TXN_10920,19,DEBIT,24396.57,SUCCESS,2026-04-02 11:28:19
1590,TXN_10920,10,CREDIT,24396.57,SUCCESS,2026-04-02 11:28:19
1591,TXN_10921,1,DEBIT,42443.38,SUCCESS,2026-04-03 03:38:32
1592,TXN_10921,18,CREDIT,42443.38,SUCCESS,2026-04-03 03:38:32
1593,TXN_10923,12,DEBIT,49604.06,SUCCESS,2026-04-01 13:46:54
1594,TXN_10923,7,CREDIT,49604.06,SUCCESS,2026-04-01 13:46:54
1595,TXN_10924,18,DEBIT,18729.38,SUCCESS,2026-04-02 02:08:06
1596,TXN_10924,10,CREDIT,18729.38,SUCCESS,2026-04-02 02:08:06
1597,TXN_10925,1,DEBIT,19672.84,SUCCESS,2026-04-03 06:35:04
1598,TXN_10925,17,CREDIT,19672.84,SUCCESS,2026-04-03 06:35:04
1599,TXN_10926,11,DEBIT,37797.43,SUCCESS,2026-04-02 09:22:48
1600,TXN_10926,15,CREDIT,37797.43,SUCCESS,2026-04-02 09:22:48
1601,TXN_10927,10,DEBIT,30933.0,SUCCESS,2026-04-02 08:35:52
1602,TXN_10927,1,CREDIT,30933.0,SUCCESS,2026-04-02 08:35:52
1603,TXN_10928,7,DEBIT,13799.72,SUCCESS,2026-04-02 07:58:12
1604,TXN_10928,12,CREDIT,13799.72,SUCCESS,2026-04-02 07:58:12
1605,TXN_10929,1,DEBIT,25977.45,SUCCESS,2026-04-03 07:13:47
1606,TXN_10929,17,CREDIT,25977.45,SUCCESS,2026-04-03 07:13:47
1607,TXN_10931,18,DEBIT,47951.97,SUCCESS,2026-04-02 20:31:25
1608,TXN_10931,12,CREDIT,47951.97,SUCCESS,2026-04-02 20:31:25
1609,TXN_10932,14,DEBIT,15389.88,SUCCESS,2026-04-03 11:32:54
1610,TXN_10932,8,CREDIT,15389.88,SUCCESS,2026-04-03 11:32:54
1611,TXN_10933,10,DEBIT,37444.7,SUCCESS,2026-04-03 10:26:27
1612,TXN_10933,9,CREDIT,37444.7,SUCCESS,2026-04-03 10:26:27
1613,TXN_10934,14,DEBIT,48815.19,SUCCESS,2026-04-02 07:50:39
1614,TXN_10934,5,CREDIT,48815.19,SUCCESS,2026-04-02 07:50:39
1615,TXN_10935,20,DEBIT,1566.47,SUCCESS,2026-04-01 11:09:00
1616,TXN_10935,8,CREDIT,1566.47,SUCCESS,2026-04-01 11:09:00
1617,TXN_10936,16,DEBIT,36633.74,SUCCESS,2026-04-02 21:48:40
1618,TXN_10936,7,CREDIT,36633.74,SUCCESS,2026-04-02 21:48:40
1619,TXN_10939,10,DEBIT,7987.15,SUCCESS,2026-04-02 07:59:10
1620,TXN_10939,15,CREDIT,7987.15,SUCCESS,2026-04-02 07:59:10
1621,TXN_10940,19,DEBIT,43297.24,SUCCESS,2026-04-02 01:29:53
1622,TXN_10940,20,CREDIT,43297.24,SUCCESS,2026-04-02 01:29:53
1623,TXN_10941,17,DEBIT,15661.7,SUCCESS,2026-04-03 05:01:16
1624,TXN_10941,6,CREDIT,15661.7,SUCCESS,2026-04-03 05:01:16
1625,TXN_10943,1,DEBIT,23897.34,SUCCESS,2026-04-03 15:07:46
1626,TXN_10943,7,CREDIT,23897.34,SUCCESS,2026-04-03 15:07:46
1627,TXN_10944,12,DEBIT,31891.83,SUCCESS,2026-04-01 19:37:41
1628,TXN_10944,10,CREDIT,31891.83,SUCCESS,2026-04-01 19:37:41
1629,TXN_10945,8,DEBIT,3182.06,SUCCESS,2026-04-02 10:09:54
1630,TXN_10945,16,CREDIT,3182.06,SUCCESS,2026-04-02 10:09:54
1631,TXN_10946,3,DEBIT,39305.76,SUCCESS,2026-04-03 00:26:16
1632,TXN_10946,6,CREDIT,39305.76,SUCCESS,2026-04-03 00:26:16
1633,TXN_10948,13,DEBIT,37010.12,SUCCESS,2026-04-03 04:50:49
1634,TXN_10948,6,CREDIT,37010.12,SUCCESS,2026-04-03 04:50:49
1635,TXN_10950,5,DEBIT,49068.71,SUCCESS,2026-04-01 19:47:15
1636,TXN_10950,12,CREDIT,49068.71,SUCCESS,2026-04-01 19:47:15
1637,TXN_10951,18,DEBIT,9613.43,SUCCESS,2026-04-02 18:02:39
1638,TXN_10951,4,CREDIT,9613.43,SUCCESS,2026-04-02 18:02:39
1639,TXN_10952,7,DEBIT,23260.79,SUCCESS,2026-04-03 13:04:00
1640,TXN_10952,16,CREDIT,23260.79,SUCCESS,2026-04-03 13:04:00
1641,TXN_10953,20,DEBIT,12174.6,SUCCESS,2026-04-01 22:08:59
1642,TXN_10953,11,CREDIT,12174.6,SUCCESS,2026-04-01 22:08:59
1643,TXN_10954,16,DEBIT,16492.41,SUCCESS,2026-04-02 08:08:15
1644,TXN_10954,6,CREDIT,16492.41,SUCCESS,2026-04-02 08:08:15
1645,TXN_10955,6,DEBIT,5854.75,SUCCESS,2026-04-01 15:50:28
1646,TXN_10955,11,CREDIT,5854.75,SUCCESS,2026-04-01 15:50:28
1647,TXN_10956,13,DEBIT,42428.29,SUCCESS,2026-04-01 19:32:53
1648,TXN_10956,19,CREDIT,42428.29,SUCCESS,2026-04-01 19:32:53
1649,TXN_10957,11,DEBIT,36065.03,SUCCESS,2026-04-01 20:15:45
1650,TXN_10957,7,CREDIT,36065.03,SUCCESS,2026-04-01 20:15:45
1651,TXN_10958,8,DEBIT,27941.48,SUCCESS,2026-04-02 00:45:23
1652,TXN_10958,19,CREDIT,27941.48,SUCCESS,2026-04-02 00:45:23
1653,TXN_10959,13,DEBIT,20140.87,SUCCESS,2026-04-02 11:12:28
1654,TXN_10959,7,CREDIT,20140.87,SUCCESS,2026-04-02 11:12:28
1655,TXN_10960,13,DEBIT,7009.26,SUCCESS,2026-04-01 17:41:45
1656,TXN_10960,20,CREDIT,7009.26,SUCCESS,2026-04-01 17:41:45
1657,TXN_10961,15,DEBIT,36797.68,SUCCESS,2026-04-03 15:45:34
1658,TXN_10961,8,CREDIT,36797.68,SUCCESS,2026-04-03 15:45:34
1659,TXN_10962,18,DEBIT,28764.03,SUCCESS,2026-04-03 04:01:07
1660,TXN_10962,20,CREDIT,28764.03,SUCCESS,2026-04-03 04:01:07
1661,TXN_10963,13,DEBIT,36156.17,SUCCESS,2026-04-02 05:32:39
1662,TXN_10963,16,CREDIT,36156.17,SUCCESS,2026-04-02 05:32:39
1663,TXN_10964,13,DEBIT,42983.38,SUCCESS,2026-04-03 00:49:03
1664,TXN_10964,5,CREDIT,42983.38,SUCCESS,2026-04-03 00:49:03
1665,TXN_10965,15,DEBIT,14318.7,SUCCESS,2026-04-01 16:28:33
1666,TXN_10965,14,CREDIT,14318.7,SUCCESS,2026-04-01 16:28:33
1667,TXN_10966,11,DEBIT,45659.32,SUCCESS,2026-04-02 20:44:30
1668,TXN_10966,19,CREDIT,45659.32,SUCCESS,2026-04-02 20:44:30
1669,TXN_10967,12,DEBIT,21277.21,SUCCESS,2026-04-02 17:43:52
1670,TXN_10967,7,CREDIT,21277.21,SUCCESS,2026-04-02 17:43:52
1671,TXN_10968,17,DEBIT,42227.54,SUCCESS,2026-04-01 20:01:19
1672,TXN_10968,20,CREDIT,42227.54,SUCCESS,2026-04-01 20:01:19
1673,TXN_10969,6,DEBIT,33762.56,SUCCESS,2026-04-02 06:30:53
1674,TXN_10969,19,CREDIT,33762.56,SUCCESS,2026-04-02 06:30:53
1675,TXN_10970,11,DEBIT,49426.26,SUCCESS,2026-04-03 01:52:10
1676,TXN_10970,19,CREDIT,49426.26,SUCCESS,2026-04-03 01:52:10
1677,TXN_10971,3,DEBIT,22560.09,SUCCESS,2026-04-02 08:25:53
1678,TXN_10971,20,CREDIT,22560.09,SUCCESS,2026-04-02 08:25:53
1679,TXN_10972,1,DEBIT,43072.82,SUCCESS,2026-04-01 21:01:15
1680,TXN_10972,9,CREDIT,43072.82,SUCCESS,2026-04-01 21:01:15
1681,TXN_10973,9,DEBIT,42451.23,SUCCESS,2026-04-03 09:05:35
1682,TXN_10973,15,CREDIT,42451.23,SUCCESS,2026-04-03 09:05:35
1683,TXN_10974,3,DEBIT,39124.79,SUCCESS,2026-04-02 13:50:32
1684,TXN_10974,6,CREDIT,39124.79,SUCCESS,2026-04-02 13:50:32
1685,TXN_10975,9,DEBIT,34297.13,SUCCESS,2026-04-01 16:43:59
1686,TXN_10975,2,CREDIT,34297.13,SUCCESS,2026-04-01 16:43:59
1687,TXN_10976,13,DEBIT,12983.54,SUCCESS,2026-04-03 07:29:20
1688,TXN_10976,10,CREDIT,12983.54,SUCCESS,2026-04-03 07:29:20
1689,TXN_10977,8,DEBIT,31674.53,SUCCESS,2026-04-02 08:11:50
1690,TXN_10977,11,CREDIT,31674.53,SUCCESS,2026-04-02 08:11:50
1691,TXN_10978,13,DEBIT,11956.96,SUCCESS,2026-04-03 12:01:03
1692,TXN_10978,18,CREDIT,11956.96,SUCCESS,2026-04-03 12:01:03
1693,TXN_10979,7,DEBIT,25642.62,SUCCESS,2026-04-03 02:34:06
1694,TXN_10979,14,CREDIT,25642.62,SUCCESS,2026-04-03 02:34:06
1695,TXN_10980,12,DEBIT,27923.17,SUCCESS,2026-04-02 08:20:27
1696,TXN_10980,20,CREDIT,27923.17,SUCCESS,2026-04-02 08:20:27
1697,TXN_10981,15,DEBIT,12324.3,SUCCESS,2026-04-02 06:50:45
1698,TXN_10981,19,CREDIT,12324.3,SUCCESS,2026-04-02 06:50:45
1699,TXN_10982,15,DEBIT,43997.66,SUCCESS,2026-04-02 08:37:37
1700,TXN_10982,19,CREDIT,43997.66,SUCCESS,2026-04-02 08:37:37
1701,TXN_10983,12,DEBIT,34835.17,SUCCESS,2026-04-01 10:04:20
1702,TXN_10983,2,CREDIT,34835.17,SUCCESS,2026-04-01 10:04:20
1703,TXN_10985,17,DEBIT,38616.14,SUCCESS,2026-04-01 12:59:54
1704,TXN_10985,12,CREDIT,38616.14,SUCCESS,2026-04-01 12:59:54
1705,TXN_10986,3,DEBIT,42487.8,SUCCESS,2026-04-01 15:40:57
1706,TXN_10986,10,CREDIT,42487.8,SUCCESS,2026-04-01 15:40:57
1707,TXN_10987,9,DEBIT,34165.5,SUCCESS,2026-04-03 13:01:52
1708,TXN_10987,6,CREDIT,34165.5,SUCCESS,2026-04-03 13:01:52
1709,TXN_10988,16,DEBIT,43785.82,SUCCESS,2026-04-02 09:46:07
1710,TXN_10988,5,CREDIT,43785.82,SUCCESS,2026-04-02 09:46:07
1711,TXN_10989,18,DEBIT,16849.92,SUCCESS,2026-04-03 05:38:38
1712,TXN_10989,16,CREDIT,16849.92,SUCCESS,2026-04-03 05:38:38
1713,TXN_10990,15,DEBIT,10926.68,SUCCESS,2026-04-01 12:37:22
1714,TXN_10990,6,CREDIT,10926.68,SUCCESS,2026-04-01 12:37:22
1715,TXN_10991,7,DEBIT,3218.02,SUCCESS,2026-04-02 05:01:42
1716,TXN_10991,2,CREDIT,3218.02,SUCCESS,2026-04-02 05:01:42
1717,TXN_10992,4,DEBIT,9589.18,SUCCESS,2026-04-02 01:51:47
1718,TXN_10992,11,CREDIT,9589.18,SUCCESS,2026-04-02 01:51:47
1719,TXN_10993,4,DEBIT,45323.81,SUCCESS,2026-04-02 11:23:26
1720,TXN_10993,3,CREDIT,45323.81,SUCCESS,2026-04-02 11:23:26
1721,TXN_10994,3,DEBIT,14989.92,SUCCESS,2026-04-02 06:47:29
1722,TXN_10994,15,CREDIT,14989.92,SUCCESS,2026-04-02 06:47:29
1723,TXN_10995,13,DEBIT,26955.27,SUCCESS,2026-04-03 04:17:13
1724,TXN_10995,17,CREDIT,26955.27,SUCCESS,2026-04-03 04:17:13
1725,TXN_10996,4,DEBIT,19772.76,SUCCESS,2026-04-03 07:29:27
1726,TXN_10996,19,CREDIT,19772.76,SUCCESS,2026-04-03 07:29:27
1727,TXN_10998,8,DEBIT,30988.06,SUCCESS,2026-04-03 16:53:25
1728,TXN_10998,12,CREDIT,30988.06,SUCCESS,2026-04-03 16:53:25
1729,TXN_10999,16,DEBIT,12699.09,SUCCESS,2026-04-03 07:35:16
1730,TXN_10999,8,CREDIT,12699.09,SUCCESS,2026-04-03 07:35:16
1731,TXN_11000,4,DEBIT,26415.49,SUCCESS,2026-04-02 18:18:57
1732,TXN_11000,13,CREDIT,26415.49,SUCCESS,2026-04-02 18:18:57
1733,TXN_11001,18,DEBIT,30190.15,SUCCESS,2026-04-02 19:00:22
1734,TXN_11001,1,CREDIT,30190.15,SUCCESS,2026-04-02 19:00:22
1735,TXN_11002,5,DEBIT,33454.94,SUCCESS,2026-04-02 01:39:26
1736,TXN_11002,11,CREDIT,33454.94,SUCCESS,2026-04-02 01:39:26
1737,TXN_11003,19,DEBIT,39861.91,SUCCESS,2026-04-03 05:47:48
1738,TXN_11003,11,CREDIT,39861.91,SUCCESS,2026-04-03 05:47:48
1739,TXN_11004,20,DEBIT,17499.0,SUCCESS,2026-04-02 03:44:01
1740,TXN_11004,2,CREDIT,17499.0,SUCCESS,2026-04-02 03:44:01
1741,TXN_11005,1,DEBIT,34930.91,SUCCESS,2026-04-02 04:47:31
1742,TXN_11005,4,CREDIT,34930.91,SUCCESS,2026-04-02 04:47:31
1743,TXN_11006,15,DEBIT,37907.01,SUCCESS,2026-04-02 07:08:06
1744,TXN_11006,11,CREDIT,37907.01,SUCCESS,2026-04-02 07:08:06
1745,TXN_11007,18,DEBIT,34542.34,SUCCESS,2026-04-03 02:51:58
1746,TXN_11007,1,CREDIT,34542.34,SUCCESS,2026-04-03 02:51:58
1747,TXN_11008,5,DEBIT,16043.48,SUCCESS,2026-04-01 14:10:53
1748,TXN_11008,8,CREDIT,16043.48,SUCCESS,2026-04-01 14:10:53
1749,TXN_11009,19,DEBIT,34856.33,SUCCESS,2026-04-03 16:32:40
1750,TXN_11009,4,CREDIT,34856.33,SUCCESS,2026-04-03 16:32:40
1751,TXN_11010,4,DEBIT,16801.38,SUCCESS,2026-04-01 17:42:13
1752,TXN_11010,7,CREDIT,16801.38,SUCCESS,2026-04-01 17:42:13
1753,TXN_11011,20,DEBIT,21600.97,SUCCESS,2026-04-03 08:55:57
1754,TXN_11011,9,CREDIT,21600.97,SUCCESS,2026-04-03 08:55:57
1755,TXN_11012,5,DEBIT,14074.29,SUCCESS,2026-04-03 11:19:13
1756,TXN_11012,9,CREDIT,14074.29,SUCCESS,2026-04-03 11:19:13
