log_id,gtw_txn_id,gateway_id,amount,status,log_timestamp,processed_flag
950,TXN_10937,1.0,35264.55,FAILED,2026-04-02 15:12:45,1
951,TXN_10938,1.0,6057.57,FAILED,2026-04-01 12:41:00,1
952,TXN_10939,1.0,7987.15,SUCCESS,2026-04-02 07:59:10,1
953,TXN_10940,1.0,43297.24,SUCCESS,2026-04-02 01:29:53,1
954,TXN_10941,1.0,15661.7,SUCCESS,2026-04-03 05:01:16,1
955,TXN_10942,1.0,21092.0,PENDING,2026-04-03 12:34:23,1
956,TXN_10943,1.0,23897.34,SUCCESS,2026-04-03 15:07:46,1
957,TXN_10944,1.0,31891.83,SUCCESS,2026-04-01 19:37:41,1
958,TXN_10945,1.0,3182.06,SUCCESS,2026-04-02 10:09:54,1
959,TXN_10946,1.0,39305.76,SUCCESS,2026-04-03 00:26:16,1
960,TXN_10947,1.0,6787.45,FAILED,2026-04-02 18:53:18,1
961,TXN_10948,1.0,37010.12,SUCCESS,2026-04-03 04:50:49,1
962,TXN_10949,1.0,47595.98,FAILED,2026-04-01 19:59:50,1
963,TXN_10950,1.0,49068.71,SUCCESS,2026-04-01 19:47:15,1
964,TXN_10951,1.0,9613.43,SUCCESS,2026-04-02 18:02:39,1
965,TXN_10952,1.0,23260.79,SUCCESS,2026-04-03 13:04:00,1
966,TXN_10953,1.0,12174.6,SUCCESS,2026-04-01 22:08:59,1
967,TXN_10954,1.0,16492.41,SUCCESS,2026-04-02 08:08:15,1
968,TXN_10955,1.0,5854.75,SUCCESS,2026-04-01 15:50:28,1
969,TXN_10956,1.0,42428.29,SUCCESS,2026-04-01 19:32:53,1
970,TXN_10957,1.0,36065.03,SUCCESS,2026-04-01 20:15:45,1
971,TXN_10958,1.0,27941.48,SUCCESS,2026-04-02 00:45:23,1
972,TXN_10959,1.0,20140.87,SUCCESS,2026-04-02 11:12:28,1
973,TXN_10960,1.0,7009.26,SUCCESS,2026-04-01 17:41:45,1
974,TXN_10961,1.0,36797.68,SUCCESS,2026-04-03 15:45:34,1
975,TXN_10962,1.0,28764.03,SUCCESS,2026-04-03 04:01:07,1
976,TXN_10963,1.0,36156.17,SUCCESS,2026-04-02 05:32:39,1
977,TXN_10964,1.0,42983.38,SUCCESS,2026-04-03 00:49:03,1
978,TXN_10965,1.0,14318.7,SUCCESS,2026-04-01 16:28:33,1
979,TXN_10966,1.0,45659.32,SUCCESS,2026-04-02 20:44:30,1
980,TXN_10967,1.0,21277.21,SUCCESS,2026-04-02 17:43:52,1
981,TXN_10968,1.0,42227.54,SUCCESS,2026-04-01 20:01:19,1
982,TXN_10969,1.0,33762.56,SUCCESS,2026-04-02 06:30:53,1
983,TXN_10970,1.0,49426.26,SUCCESS,2026-04-03 01:52:10,1
984,TXN_10971,1.0,22560.09,SUCCESS,2026-04-02 08:25:53,1
985,TXN_10972,1.0,43072.82,SUCCESS,2026-04-01 21:01:15,1
986,TXN_10973,1.0,42451.23,SUCCESS,2026-04-03 09:05:35,1
987,TXN_10974,1.0,39124.79,SUCCESS,2026-04-02 13:50:32,1
988,TXN_10975,1.0,34297.13,SUCCESS,2026-04-01 16:43:59,1
989,TXN_10976,1.0,12983.54,SUCCESS,2026-04-03 07:29:20,1
990,TXN_10977,1.0,31674.53,SUCCESS,2026-04-02 08:11:50,1
991,TXN_10978,1.0,11956.96,SUCCESS,2026-04-03 12:01:03,1
992,TXN_10979,1.0,25642.62,SUCCESS,2026-04-03 02:34:06,1
993,TXN_10980,1.0,27923.17,SUCCESS,2026-04-02 08:20:27,1
994,TXN_10981,1.0,12324.3,SUCCESS,2026-04-02 06:50:45,1
995,TXN_10982,1.0,43997.66,SUCCESS,2026-04-02 08:37:37,1
996,TXN_10983,1.0,34835.17,SUCCESS,2026-04-01 10:04:20,1
997,TXN_10984,1.0,22739.29,FAILED,2026-04-03 16:21:02,1
998,TXN_10985,1.0,38616.14,SUCCESS,2026-04-01 12:59:54,1
999,TXN_10986,1.0,42487.8,SUCCESS,2026-04-01 15:40:57,1
1000,TXN_10987,1.0,34165.5,SUCCESS,2026-04-03 13:01:52,1
1001,TXN_10988,1.0,43785.82,SUCCESS,2026-04-02 09:46:07,1
1002,TXN_10989,1.0,16849.92,SUCCESS,2026-04-03 05:38:38,1
1003,TXN_10990,1.0,10926.68,SUCCESS,2026-04-01 12:37:22,1
1004,TXN_10991,1.0,3218.02,SUCCESS,2026-04-02 05:01:42,1
1005,TXN_10992,1.0,9589.18,SUCCESS,2026-04-02 01:51:47,1
1006,TXN_10993,1.0,45323.81,SUCCESS,2026-04-02 11:23:26,1
1007,TXN_10994,1.0,14989.92,SUCCESS,2026-04-02 06:47:29,1
1008,TXN_10995,1.0,26955.27,SUCCESS,2026-04-03 04:17:13,1
1009,TXN_10996,1.0,19772.76,SUCCESS,2026-04-03 07:29:27,1
1010,TXN_10997,1.0,2887.92,FAILED,2026-04-02 19:07:21,1
1011,TXN_10998,1.0,30988.06,SUCCESS,2026-04-03 16:53:25,1
1012,TXN_10999,1.0,12699.09,SUCCESS,2026-04-03 07:35:16,1
1013,TXN_11000,1.0,26415.49,SUCCESS,2026-04-02 18:18:57,1
1014,TXN_11001,1.0,30190.15,SUCCESS,2026-04-02 19:00:22,1
1015,TXN_11002,1.0,33454.94,SUCCESS,2026-04-02 01:39:26,1
1016,TXN_11003,1.0,39861.91,SUCCESS,2026-04-03 05:47:48,1
1017,TXN_11004,1.0,17499.0,SUCCESS,2026-04-02 03:44:01,1
1018,TXN_11005,1.0,34930.91,SUCCESS,2026-04-02 04:47:31,1
1019,TXN_11006,1.0,37907.01,SUCCESS,2026-04-02 07:08:06,1
1020,TXN_11007,1.0,34542.34,SUCCESS,2026-04-03 02:51:58,1
1021,TXN_11008,1.0,16043.48,SUCCESS,2026-04-01 14:10:53,1
1022,TXN_11009,1.0,34856.33,SUCCESS,2026-04-03 16:32:40,1
1023,TXN_11010,1.0,16801.38,SUCCESS,2026-04-01 17:42:13,1
1024,TXN_11011,1.0,21600.97,SUCCESS,2026-04-03 08:55:57,1
1025,TXN_11012,1.0,14074.29,SUCCESS,2026-04-03 11:19:13,1
1026,TXN_11013,1.0,25978.12,SUCCESS,2026-04-01 20:11:58,1
1027,TXN_11014,1.0,3758.71,SUCCESS,2026-04-02 21:01:55,1
1028,TXN_11015,1.0,20873.75,SUCCESS,2026-04-02 10:48:48,1
1029,TXN_11016,1.0,44581.36,SUCCESS,2026-04-01 12:26:51,1
1030,TXN_11017,1.0,35146.05,SUCCESS,2026-04-01 21:09:11,1
1031,TXN_11018,1.0,3419.6,SUCCESS,2026-04-03 03:46:19,1
1032,TXN_11019,1.0,29274.97,SUCCESS,2026-04-03 01:27:40,1
1033,TXN_11020,1.0,25406.44,SUCCESS,2026-04-02 05:14:16,1
1034,TXN_11021,1.0,33287.01,FAILED,2026-04-03 05:32:48,1
1035,TXN_11022,1.0,12090.23,SUCCESS,2026-04-01 22:59:04,1
1036,TXN_11023,1.0,45366.78,SUCCESS,2026-04-01 17:54:22,1
1037,TXN_11024,1.0,10179.79,SUCCESS,2026-04-03 06:47:41,1
1038,TXN_11025,1.0,29399.82,SUCCESS,2026-04-03 17:26:19,1
1039,TXN_11026,1.0,29841.15,SUCCESS,2026-04-03 09:58:46,1
1040,TXN_11027,1.0,4279.99,SUCCESS,2026-04-01 13:49:36,1
1041,TXN_11028,1.0,19776.66,FAILED,2026-04-02 11:27:10,1
1042,TXN_11029,1.0,2724.07,SUCCESS,2026-04-02 14:29:06,1
1043,TXN_11030,1.0,38855.77,SUCCESS,2026-04-01 18:41:12,1
1044,TXN_11031,1.0,11807.28,SUCCESS,2026-04-02 16:23:57,1
1045,TXN_11032,1.0,33714.05,SUCCESS,2026-04-03 13:58:11,1
1046,TXN_11033,1.0,12470.06,SUCCESS,2026-04-02 02:06:27,1
1047,TXN_11034,1.0,2118.65,SUCCESS,2026-04-03 02:36:07,1
1048,TXN_11035,1.0,16645.5,SUCCESS,2026-04-03 01:58:24,1
1049,TXN_11036,1.0,7530.04,SUCCESS,2026-04-02 21:41:44,1
1050,TXN_11037,1.0,10261.56,SUCCESS,2026-04-03 14:36:33,1
1051,TXN_11038,1.0,3791.01,SUCCESS,2026-04-02 04:46:07,1
1052,TXN_11039,1.0,29364.19,SUCCESS,2026-04-02 05:45:40,1
1053,TXN_11040,1.0,20224.48,SUCCESS,2026-04-01 20:56:54,1
1054,TXN_11041,1.0,38782.3,SUCCESS,2026-04-02 11:17:01,1
1055,TXN_11042,1.0,40773.49,SUCCESS,2026-04-03 03:17:23,1
1056,TXN_11043,1.0,28158.65,SUCCESS,2026-04-02 22:16:52,1
1057,TXN_11044,1.0,22684.11,SUCCESS,2026-04-02 23:08:38,1
1058,TXN_11045,1.0,19610.14,SUCCESS,2026-04-03 01:05:01,1
1059,TXN_11046,1.0,45194.04,SUCCESS,2026-04-03 01:02:22,1
1060,TXN_11047,1.0,28282.65,SUCCESS,2026-04-02 20:46:47,1
1061,TXN_11048,1.0,21423.53,SUCCESS,2026-04-02 00:09:22,1
1062,TXN_11049,1.0,3205.48,SUCCESS,2026-04-03 06:45:43,1
1063,TXN_11050,1.0,30200.01,SUCCESS,2026-04-02 07:56:45,1
1064,TXN_11051,1.0,47407.55,SUCCESS,2026-04-03 06:10:44,1
1065,TXN_11052,1.0,20556.25,SUCCESS,2026-04-02 03:51:04,1
1066,TXN_11053,1.0,37411.69,SUCCESS,2026-04-02 02:33:02,1
1067,TXN_11054,1.0,32619.08,SUCCESS,2026-04-02 15:08:49,1
1068,TXN_11055,1.0,15834.86,SUCCESS,2026-04-02 07:29:21,1
1069,TXN_11056,1.0,16283.19,SUCCESS,2026-04-02 05:32:55,1
1070,TXN_11057,1.0,11116.56,SUCCESS,2026-04-01 20:56:20,1
1071,TXN_11058,1.0,5843.48,SUCCESS,2026-04-03 09:27:19,1
1072,TXN_11059,1.0,45209.95,SUCCESS,2026-04-01 23:49:40,1
1073,TXN_11060,1.0,36965.84,SUCCESS,2026-04-03 01:02:56,1
1074,TXN_11061,1.0,17898.97,PENDING,2026-04-03 08:49:18,1
1075,TXN_11062,1.0,8341.89,SUCCESS,2026-04-03 14:19:04,1
1076,TXN_11063,1.0,25639.98,FAILED,2026-04-02 14:48:25,1
1077,TXN_11064,1.0,49346.74,FAILED,2026-04-03 03:13:11,1
1078,TXN_11065,1.0,33221.41,SUCCESS,2026-04-03 07:38:17,1
1079,TXN_11066,1.0,32090.63,SUCCESS,2026-04-02 13:54:27,1
1080,TXN_11067,1.0,14512.2,SUCCESS,2026-04-01 15:36:35,1
1081,TXN_11068,1.0,3007.32,FAILED,2026-04-01 16:32:55,1
1082,TXN_11069,1.0,10646.41,SUCCESS,2026-04-02 13:39:09,1
1083,TXN_11070,1.0,1053.44,SUCCESS,2026-04-02 18:31:39,1
1084,TXN_11071,1.0,16011.17,SUCCESS,2026-04-03 08:37:14,1
1085,TXN_11072,1.0,29995.68,SUCCESS,2026-04-03 03:37:15,1
1086,TXN_11073,1.0,7947.11,SUCCESS,2026-04-03 10:20:10,1
1087,TXN_11074,1.0,38517.46,SUCCESS,2026-04-02 08:28:44,1
1088,TXN_11075,1.0,39945.84,SUCCESS,2026-04-01 21:03:41,1
1089,TXN_11076,1.0,7179.39,SUCCESS,2026-04-03 11:06:06,1
1090,TXN_11077,1.0,5575.05,SUCCESS,2026-04-01 21:16:26,1
1091,TXN_11078,1.0,41001.98,SUCCESS,2026-04-01 14:25:30,1
1092,TXN_11079,1.0,8056.29,SUCCESS,2026-04-02 08:44:20,1
1093,TXN_11080,1.0,26545.81,SUCCESS,2026-04-01 12:50:03,1
1094,TXN_11081,1.0,39521.19,SUCCESS,2026-04-01 14:32:46,1
1095,TXN_11082,1.0,44966.81,SUCCESS,2026-04-01 10:29:14,1
1096,TXN_11083,1.0,27770.28,SUCCESS,2026-04-02 16:16:20,1
1097,TXN_11084,1.0,31120.31,FAILED,2026-04-03 09:57:46,1
1098,TXN_11085,1.0,13126.76,SUCCESS,2026-04-03 05:27:14,1
1099,TXN_11086,1.0,35660.39,SUCCESS,2026-04-02 23:59:07,1
1100,TXN_11087,1.0,7406.44,FAILED,2026-04-02 18:27:52,1
1101,TXN_11088,1.0,38155.62,SUCCESS,2026-04-02 17:25:11,1
1102,TXN_11089,1.0,18125.27,FAILED,2026-04-01 16:44:56,1
1103,TXN_11090,1.0,48710.82,SUCCESS,2026-04-01 21:58:55,1
1104,TXN_11091,1.0,30042.2,SUCCESS,2026-04-02 20:59:38,1
1105,TXN_11092,1.0,10375.44,SUCCESS,2026-04-02 06:38:54,1
1106,TXN_11093,1.0,23272.78,SUCCESS,2026-04-02 09:53:21,1
1107,TXN_11094,1.0,14677.64,SUCCESS,2026-04-02 02:52:20,1
1108,TXN_11095,1.0,1830.59,SUCCESS,2026-04-03 15:21:28,1
1109,TXN_11096,1.0,10132.8,SUCCESS,2026-04-02 14:04:47,1
1110,TXN_11097,1.0,44767.66,SUCCESS,2026-04-02 00:28:20,1
1111,TXN_11098,1.0,44729.56,SUCCESS,2026-04-03 03:31:32,1
1112,TXN_11099,1.0,2406.14,SUCCESS,2026-04-01 12:59:01,1
1113,TXN_11100,1.0,8715.49,SUCCESS,2026-04-03 06:10:54,1
1114,TXN_11101,1.0,30258.54,SUCCESS,2026-04-01 12:21:20,1
1115,TXN_11102,1.0,19192.52,SUCCESS,2026-04-03 06:00:17,1
1116,TXN_11103,1.0,38687.99,SUCCESS,2026-04-02 11:39:05,1
1117,TXN_11104,1.0,46499.7,SUCCESS,2026-04-01 17:03:03,1
1118,TXN_11105,1.0,43584.56,SUCCESS,2026-04-01 20:48:55,1
1119,TXN_11106,1.0,46614.64,SUCCESS,2026-04-02 20:14:25,1
1120,TXN_11107,1.0,30648.58,SUCCESS,2026-04-03 00:54:52,1
1121,TXN_11108,1.0,44240.25,SUCCESS,2026-04-02 03:14:21,1
1122,TXN_11109,1.0,3999.46,SUCCESS,2026-04-02 13:59:22,1
1123,TXN_11110,1.0,19805.16,SUCCESS,2026-04-01 20:50:16,1
1124,TXN_11111,1.0,35983.75,SUCCESS,2026-04-02 20:43:04,1
1125,TXN_11112,1.0,22682.32,SUCCESS,2026-04-02 15:13:12,1
1126,TXN_11113,1.0,8395.03,FAILED,2026-04-03 14:33:05,1
1127,TXN_11114,1.0,3006.74,SUCCESS,2026-04-02 08:54:16,1
1128,TXN_11115,1.0,48418.67,SUCCESS,2026-04-03 09:42:40,1
1129,TXN_11116,1.0,34309.75,FAILED,2026-04-02 12:53:00,1
1130,TXN_11117,1.0,49355.28,SUCCESS,2026-04-03 04:08:06,1
1131,TXN_11118,1.0,29396.16,SUCCESS,2026-04-01 16:54:16,1
1132,TXN_11119,1.0,8869.05,SUCCESS,2026-04-01 13:54:21,1
1133,TXN_11120,1.0,40196.43,SUCCESS,2026-04-03 06:30:37,1
1134,TXN_11121,1.0,14729.71,SUCCESS,2026-04-02 15:30:43,1
1135,TXN_11122,1.0,5080.97,SUCCESS,2026-04-02 03:25:11,1
1136,TXN_11123,1.0,26335.81,SUCCESS,2026-04-02 00:18:04,1
1137,TXN_11124,1.0,21732.66,SUCCESS,2026-04-02 13:54:10,1
1138,TXN_11125,1.0,26278.77,SUCCESS,2026-04-02 05:20:28,1
1139,TXN_11126,1.0,41824.92,SUCCESS,2026-04-03 05:56:36,1
1140,TXN_11127,1.0,10639.45,FAILED,2026-04-01 12:04:51,1
1141,TXN_11128,1.0,3667.11,SUCCESS,2026-04-02 19:27:44,1
1142,TXN_11129,1.0,18028.2,SUCCESS,2026-04-02 02:33:52,1
1143,TXN_11130,1.0,9574.36,SUCCESS,2026-04-02 14:38:33,1
1144,TXN_11131,1.0,22592.91,SUCCESS,2026-04-02 14:17:07,1
1145,TXN_11132,1.0,5822.73,SUCCESS,2026-04-03 12:52:10,1
1146,TXN_11133,1.0,19665.16,SUCCESS,2026-04-02 23:45:22,1
1147,TXN_11134,1.0,24464.97,SUCCESS,2026-04-01 12:36:43,1
1148,TXN_11135,1.0,7620.15,SUCCESS,2026-04-02 18:17:30,1
1149,TXN_11136,1.0,48973.86,SUCCESS,2026-04-02 15:36:49,1
1150,TXN_11137,1.0,9295.65,SUCCESS,2026-04-03 16:37:25,1
1151,TXN_11138,1.0,5846.65,SUCCESS,2026-04-02 14:05:18,1
1152,TXN_11139,1.0,48751.41,SUCCESS,2026-04-02 22:19:25,1
1153,TXN_11140,1.0,44182.51,SUCCESS,2026-04-03 03:00:32,1
1154,TXN_11141,1.0,20904.18,SUCCESS,2026-04-03 08:59:12,1
1155,TXN_11142,1.0,9812.55,SUCCESS,2026-04-02 13:39:22,1
1156,TXN_11143,1.0,46649.87,SUCCESS,2026-04-03 15:08:10,1
1157,TXN_11144,1.0,45247.97,SUCCESS,2026-04-03 09:43:47,1
1158,TXN_11145,1.0,37969.76,SUCCESS,2026-04-02 01:13:23,1
1159,TXN_11146,1.0,22498.74,SUCCESS,2026-04-01 14:53:08,1
1160,TXN_11147,1.0,47545.53,SUCCESS,2026-04-01 16:05:12,1
1161,TXN_11148,1.0,49544.85,SUCCESS,2026-04-02 02:52:44,1
1162,TXN_11149,1.0,46302.9,SUCCESS,2026-04-01 16:06:09,1
1163,TXN_11150,1.0,38203.6,SUCCESS,2026-04-01 14:06:03,1
1164,TXN_11151,1.0,38223.58,SUCCESS,2026-04-03 05:46:47,1
1165,TXN_11152,1.0,14862.19,FAILED,2026-04-02 09:58:35,1
1166,TXN_11153,1.0,35701.02,SUCCESS,2026-04-03 15:00:13,1
1167,TXN_11154,1.0,46850.86,SUCCESS,2026-04-02 11:48:01,1
1168,TXN_11155,1.0,33019.69,SUCCESS,2026-04-03 16:01:08,1
1169,TXN_11156,1.0,41805.92,SUCCESS,2026-04-01 19:01:58,1
1170,TXN_11157,1.0,41303.97,SUCCESS,2026-04-02 20:54:39,1
1171,TXN_11158,1.0,23348.35,FAILED,2026-04-02 16:35:33,1
1172,TXN_11159,1.0,45427.64,SUCCESS,2026-04-03 05:32:41,1
1173,TXN_11160,1.0,31927.25,PENDING,2026-04-01 22:34:36,1
1174,TXN_11161,1.0,29239.45,SUCCESS,2026-04-02 05:03:54,1
1175,TXN_11162,1.0,5153.36,SUCCESS,2026-04-01 14:59:09,1
1176,TXN_11163,1.0,48662.59,SUCCESS,2026-04-02 12:21:19,1
1177,TXN_11164,1.0,25945.27,SUCCESS,2026-04-02 01:36:03,1
1178,TXN_11165,1.0,35128.97,SUCCESS,2026-04-02 09:48:30,1
1179,TXN_11166,1.0,18385.97,SUCCESS,2026-04-02 11:32:18,1
1180,TXN_11167,1.0,45558.7,SUCCESS,2026-04-01 22:22:55,1
1181,TXN_11168,1.0,17417.85,SUCCESS,2026-04-02 13:38:01,1
1182,TXN_11169,1.0,35872.6,SUCCESS,2026-04-02 19:42:13,1
1183,TXN_11170,1.0,5395.49,SUCCESS,2026-04-03 12:29:25,1
1184,TXN_11171,1.0,40154.79,SUCCESS,2026-04-02 17:49:32,1
1185,TXN_11172,1.0,35985.79,FAILED,2026-04-01 15:00:58,1
1186,TXN_11173,1.0,27254.49,SUCCESS,2026-04-01 20:28:29,1
1187,TXN_11174,1.0,18434.71,SUCCESS,2026-04-01 15:41:02,1
1188,TXN_11175,1.0,35568.25,SUCCESS,2026-04-02 14:58:35,1
1189,TXN_11176,1.0,20176.89,SUCCESS,2026-04-03 12:49:58,1
1190,TXN_11177,1.0,14731.61,SUCCESS,2026-04-02 04:53:12,1
1191,TXN_11178,1.0,18303.93,SUCCESS,2026-04-01 20:17:51,1
1192,TXN_11179,1.0,27867.11,SUCCESS,2026-04-03 15:17:22,1
1193,TXN_11180,1.0,39416.28,SUCCESS,2026-04-01 10:50:04,1
1194,TXN_11181,1.0,35291.04,SUCCESS,2026-04-01 18:21:06,1
1195,TXN_11182,1.0,20324.85,FAILED,2026-04-02 21:22:05,1
1196,TXN_11183,1.0,26799.4,PENDING,2026-04-01 21:12:51,1
1197,TXN_11184,1.0,6146.05,SUCCESS,2026-04-01 19:06:04,1
1198,TXN_11185,1.0,17646.85,SUCCESS,2026-04-01 21:51:56,1
1199,TXN_11186,1.0,39558.78,SUCCESS,2026-04-03 15:19:14,1
1200,TXN_11187,1.0,44942.63,SUCCESS,2026-04-01 23:11:44,1
1201,TXN_11188,1.0,30944.49,SUCCESS,2026-04-02 15:04:38,1
1202,TXN_11189,1.0,38791.22,SUCCESS,2026-04-03 17:20:38,1
1203,TXN_11190,1.0,34367.31,SUCCESS,2026-04-03 06:03:01,1
1204,TXN_11191,1.0,42452.63,SUCCESS,2026-04-02 18:43:30,1
1205,TXN_11192,1.0,14676.47,SUCCESS,2026-04-03 09:13:02,1
1206,TXN_11193,1.0,12837.17,SUCCESS,2026-04-01 17:02:09,1
1207,TXN_11194,1.0,24924.43,SUCCESS,2026-04-02 22:56:01,1
1208,TXN_11195,1.0,49544.56,SUCCESS,2026-04-01 20:59:51,1
1209,TXN_11196,1.0,8990.1,FAILED,2026-04-03 12:54:52,1
1210,TXN_11197,1.0,43449.78,SUCCESS,2026-04-01 10:07:32,1
1211,TXN_11198,1.0,28913.34,SUCCESS,2026-04-03 05:50:48,1
1212,TXN_11199,1.0,35850.08,PENDING,2026-04-02 06:42:37,1
1213,TXN_11200,1.0,15749.37,SUCCESS,2026-04-03 16:44:49,1
1214,TXN_11201,1.0,49112.04,SUCCESS,2026-04-01 10:06:16,1
1215,TXN_11202,1.0,5838.29,SUCCESS,2026-04-03 15:01:22,1
1216,TXN_11203,1.0,46575.18,FAILED,2026-04-03 06:54:46,1
1217,TXN_11204,1.0,12168.63,SUCCESS,2026-04-03 01:39:40,1
1218,TXN_11205,1.0,45460.85,SUCCESS,2026-04-02 01:43:33,1
1219,TXN_11206,1.0,45960.84,SUCCESS,2026-04-02 03:35:41,1
1220,TXN_11207,1.0,15348.35,FAILED,2026-04-01 16:16:11,1
1221,TXN_11208,1.0,11101.41,SUCCESS,2026-04-03 05:20:14,1
1222,TXN_11209,1.0,31849.71,SUCCESS,2026-04-03 14:31:38,1
1223,TXN_11210,1.0,45620.09,SUCCESS,2026-04-02 12:19:50,1
1224,TXN_11211,1.0,23676.52,SUCCESS,2026-04-03 08:34:09,1
1225,TXN_11212,1.0,9067.71,SUCCESS,2026-04-02 18:46:59,1
1226,TXN_11213,1.0,31013.75,SUCCESS,2026-04-02 04:05:31,1
1227,TXN_11214,1.0,21387.76,SUCCESS,2026-04-02 18:32:25,1
1228,TXN_11215,1.0,2714.77,SUCCESS,2026-04-03 12:54:30,1
1229,TXN_11216,1.0,19577.35,SUCCESS,2026-04-02 00:56:47,1
1230,TXN_11217,1.0,35014.5,SUCCESS,2026-04-02 04:57:31,1
1231,TXN_11218,1.0,41989.0,SUCCESS,2026-04-02 21:13:45,1
1232,TXN_11219,1.0,45459.29,SUCCESS,2026-04-03 06:40:49,1
1233,TXN_11220,1.0,4768.89,SUCCESS,2026-04-01 17:02:58,1
1234,TXN_11221,1.0,34478.72,SUCCESS,2026-04-02 03:08:11,1
1235,TXN_11222,1.0,4220.65,SUCCESS,2026-04-01 12:30:59,1
1236,TXN_11223,1.0,41927.82,SUCCESS,2026-04-01 18:27:22,1
1237,TXN_11224,1.0,22976.74,SUCCESS,2026-04-03 10:59:07,1
1238,TXN_11225,1.0,38760.35,SUCCESS,2026-04-02 00:12:49,1
1239,TXN_11226,1.0,27748.77,SUCCESS,2026-04-03 14:46:54,1
1240,TXN_11227,1.0,46519.89,FAILED,2026-04-01 16:57:10,1
1241,TXN_11228,1.0,17510.43,SUCCESS,2026-04-01 17:10:26,1
1242,TXN_11229,1.0,7785.57,SUCCESS,2026-04-02 21:47:46,1
1243,TXN_11230,1.0,1044.83,SUCCESS,2026-04-02 19:08:10,1
1244,TXN_11231,1.0,36128.41,SUCCESS,2026-04-02 08:40:27,1
1245,TXN_11232,1.0,15456.15,SUCCESS,2026-04-03 12:59:50,1
1246,TXN_11233,1.0,20278.05,SUCCESS,2026-04-03 01:43:20,1
1247,TXN_11234,1.0,18558.29,SUCCESS,2026-04-02 12:58:18,1
1248,TXN_11235,1.0,12547.78,SUCCESS,2026-04-02 02:12:01,1
1249,TXN_11236,1.0,35328.83,FAILED,2026-04-02 04:13:08,1
1250,TXN_11237,1.0,49284.35,SUCCESS,2026-04-01 18:43:34,1
1251,TXN_11238,1.0,16778.96,SUCCESS,2026-04-01 12:02:04,1
1252,TXN_11239,1.0,44333.71,SUCCESS,2026-04-01 15:57:40,1
1253,TXN_11240,1.0,13704.94,SUCCESS,2026-04-03 08:08:00,1
1254,TXN_11241,1.0,39431.23,SUCCESS,2026-04-03 05:52:00,1
1255,TXN_11242,1.0,32522.32,SUCCESS,2026-04-01 12:01:46,1
1256,TXN_11243,1.0,28573.38,SUCCESS,2026-04-03 17:24:40,1
1257,TXN_11244,1.0,19254.5,SUCCESS,2026-04-02 16:34:41,1
1258,TXN_11245,1.0,33454.04,FAILED,2026-04-03 01:14:57,1
1259,TXN_11246,1.0,24013.26,SUCCESS,2026-04-01 19:47:53,1
1260,TXN_11247,1.0,894.25,SUCCESS,2026-04-01 10:13:02,1
1261,TXN_11248,1.0,13723.26,FAILED,2026-04-03 11:38:00,1
1262,TXN_11249,1.0,21555.05,PENDING,2026-04-02 18:25:13,1
1263,TXN_11250,1.0,26278.31,SUCCESS,2026-04-03 14:04:03,1
1264,TXN_11251,1.0,43963.71,SUCCESS,2026-04-03 08:13:39,1
1265,TXN_11252,1.0,27230.61,SUCCESS,2026-04-01 10:46:52,1
1266,TXN_11253,1.0,3998.93,FAILED,2026-04-03 15:18:56,1
1267,TXN_11254,1.0,28177.38,SUCCESS,2026-04-02 21:22:36,1
1268,TXN_11255,1.0,31424.89,SUCCESS,2026-04-03 13:14:25,1
1269,TXN_11256,1.0,2820.78,SUCCESS,2026-04-02 05:12:45,1
1270,TXN_11257,1.0,2863.41,SUCCESS,2026-04-03 05:29:30,1
1271,TXN_11258,1.0,31821.23,SUCCESS,2026-04-02 14:10:04,1
1272,TXN_11259,1.0,42852.76,SUCCESS,2026-04-02 14:06:07,1
1273,TXN_11260,1.0,9187.48,SUCCESS,2026-04-01 10:48:54,1
1274,TXN_11261,1.0,16782.57,SUCCESS,2026-04-03 01:55:25,1
1275,TXN_11262,1.0,30447.01,SUCCESS,2026-04-02 13:23:40,1
1276,TXN_11263,1.0,17543.95,SUCCESS,2026-04-03 13:40:31,1
1277,TXN_11264,1.0,45378.06,SUCCESS,2026-04-01 12:06:01,1
1278,TXN_11265,1.0,23264.65,SUCCESS,2026-04-02 18:06:58,1
1279,TXN_11266,1.0,41929.26,SUCCESS,2026-04-03 16:34:58,1
1280,TXN_11267,1.0,18545.25,SUCCESS,2026-04-03 02:50:42,1
1281,TXN_11268,1.0,46120.07,FAILED,2026-04-02 20:28:12,1
1282,TXN_11269,1.0,22126.54,SUCCESS,2026-04-02 16:17:09,1
1283,TXN_11270,1.0,40495.65,SUCCESS,2026-04-02 08:08:30,1
1284,TXN_11271,1.0,42107.27,PENDING,2026-04-01 16:30:01,1
1285,TXN_11272,1.0,17632.9,SUCCESS,2026-04-01 15:12:14,1
1286,TXN_11273,1.0,16238.07,SUCCESS,2026-04-03 14:30:13,1
1287,TXN_11274,1.0,36565.93,SUCCESS,2026-04-03 15:09:26,1
1288,TXN_11275,1.0,25156.69,SUCCESS,2026-04-03 05:27:06,1
1289,TXN_11276,1.0,46997.94,SUCCESS,2026-04-03 12:10:11,1
1290,TXN_11277,1.0,32130.93,SUCCESS,2026-04-01 13:22:52,1
1291,TXN_11278,1.0,44535.57,SUCCESS,2026-04-03 08:21:53,1
1292,TXN_11279,1.0,20852.65,SUCCESS,2026-04-03 07:18:14,1
